,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.789309213238568,0.7131229441020287,0.8465743259955478,0.7683113584581481
1,1,0.8739329276671999,0.8320954664421547,0.8769230769230769,0.8235460992907802
2,2,0.91150926490878,0.8820937990940151,0.8888449171407371,0.8504392971246006
3,3,0.9431984960670173,0.9241190919404761,0.895424189957952,0.8551161675005139
4,4,0.9628056925182632,0.950142025045039,0.9013356418501113,0.8664948626125373
5,5,0.9745441752829493,0.9657553999393639,0.9003957457333663,0.862479937164908
6,6,0.9827097178476608,0.976686616390891,0.9022508038585209,0.8671149966375252
7,7,0.9879481978639314,0.9837181929236334,0.9052930991837744,0.8711772028395518
8,8,0.9916145841922132,0.9886664611201295,0.9054662379421222,0.8730822873082288
9,9,0.9940964034234264,0.9920165318744053,0.9061340588671778,0.8733437906751661
