,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.6314067611777535,0.7553384002895404,0.7009803921568627,0.7986798679867988
1,1,0.7101962922573609,0.8011969328595474,0.803921568627451,0.8455598455598455
2,2,0.8121592148309705,0.8613403099215134,0.8553921568627451,0.8987993138936535
3,3,0.8784078516902945,0.9092758340113914,0.8676470588235294,0.9039145907473309
4,4,0.9329334787350054,0.950242718446602,0.8553921568627451,0.8984509466437176
5,5,0.9697382769901853,0.9775167105529673,0.8504901960784313,0.897133220910624
6,6,0.9770992366412213,0.9830165790537807,0.8455882352941176,0.8877005347593583
7,7,0.9880043620501636,0.9910967219749091,0.8455882352941176,0.8908145580589255
8,8,0.9915485278080698,0.993725966403562,0.8480392156862745,0.89198606271777
9,9,0.9942748091603053,0.9957550030321407,0.8333333333333334,0.8815331010452963
