,epoch,train_pearson,train_spearmanr,validation_pearson,validation_spearmanr
0,0,0.14990117588278284,0.14144520200050156,0.1970808589840658,0.2142445853844553
1,1,0.18011705797612676,0.14484819798886792,0.04272755603772164,0.02883019696791681
2,2,0.16477341301572962,0.13284550891540217,0.10824660567381125,0.04956226225269456
3,3,0.15966102364451146,0.14704149489291019,0.03320853374191112,0.06315456013718039
4,4,0.17111377616448054,0.15935752143371845,0.028359514645829906,0.05082701836009331
5,5,0.17954570789353236,0.1653132599061463,0.06456370338571116,0.05731579768224803
6,6,0.1860130813530528,0.1691352702672691,0.12557247354623827,0.10570033332993757
7,7,0.18609296787034607,0.15999066300214684,0.12298815247376219,0.09378999462130519
8,8,0.17722796856752174,0.1542313032025929,0.03275579590941331,0.03672680008888416
9,9,0.1356022334884914,0.12835708599648318,0.049044991131990116,0.023391360388615817
