,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.802476872083244,0.7301745823165008,0.8484788523373732,0.7688825171659246
1,1,0.8782287011537848,0.8378067709248521,0.8683156072223597,0.8026978950489179
2,2,0.9139361158292244,0.8852756915185932,0.8839228295819935,0.8322910338419754
3,3,0.943948813509012,0.9250821033142556,0.8891169923324265,0.8423421839282573
4,4,0.9614754593976572,0.9483470845969879,0.8951521147662627,0.855703441467815
5,5,0.9725323351088098,0.9630459540607297,0.9005936186000495,0.863220229384338
6,6,0.9800602452686027,0.9731339083034923,0.9027949542418996,0.8666711901207763
7,7,0.9860655332200986,0.9811869652014517,0.9029186247835765,0.868654418900378
8,8,0.990364055122222,0.9869786443825441,0.9052683650754391,0.8701958923608757
9,9,0.9936346696129681,0.9913949409981273,0.9072965619589414,0.8755644090305443
