,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.6690294438386042,0.7981376787495843,0.7156862745098039,0.8258258258258258
1,1,0.7551799345692476,0.8300529901589706,0.8799019607843137,0.9090909090909091
2,2,0.8426935659760088,0.8830326373403607,0.8897058823529411,0.9186256781193489
3,3,0.8953107960741549,0.922077922077922,0.8848039215686274,0.9140767824497258
4,4,0.9359323882224646,0.9522260622077657,0.8823529411764706,0.9178082191780821
5,5,0.9610141766630316,0.9710584901841732,0.8823529411764706,0.9151943462897526
6,6,0.9784623773173392,0.9840371792281268,0.8799019607843137,0.9110707803992741
7,7,0.9863685932388222,0.989903069466882,0.8872549019607843,0.9175627240143369
8,8,0.9882769901853872,0.9913078633515262,0.8872549019607843,0.9190140845070423
9,9,0.9929116684841875,0.9947453516572352,0.8848039215686274,0.9176882661996497
