,epoch,train_pearson,train_spearmanr,validation_pearson,validation_spearmanr
0,0,0.018992098111434274,0.01816910860706693,-0.0026007228409299643,-0.004009718955756471
1,1,0.15999486355311995,0.1480783812340201,0.1083046908306551,0.09697269233902939
2,2,0.15690205331894785,0.14663217783283577,0.06998729965963621,0.06662859562289551
3,3,0.1679764172310352,0.15505263269389535,0.109378476215402,0.14368574533071038
4,4,0.18422273159169347,0.15992978546348804,0.3736094220208739,0.3895345700867223
5,5,0.174665049093812,0.1477478033805599,0.37804199152219975,0.39185219480268724
6,6,0.17447654857285683,0.14875322724429735,0.49148283863520686,0.48259148053792705
7,7,0.19247061039081684,0.17164403855751195,0.4513163670475728,0.44184670596032993
8,8,0.24003540294784015,0.22306806350597705,0.4089935037409931,0.4428415604517227
9,9,0.3590320449494404,0.3231053194486753,0.3934347539132746,0.4178935859173096
