,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.8116208505796408,0.7386694220232808,0.8781597823398466,0.8323919700578427
1,1,0.8890272258043238,0.8530158025212685,0.8877813504823151,0.8412137332446715
2,2,0.9154917190239826,0.8879037550127598,0.9041800643086817,0.8721114485672785
3,3,0.9397437377351957,0.9198238787630555,0.9087064061340588,0.8791777144914728
4,4,0.9576304260593768,0.9434499354384318,0.9113034875092753,0.8806337793755409
5,5,0.9694843422766775,0.9591093400704896,0.9113034875092753,0.8790230078942042
6,6,0.9779632042127714,0.9703667019004042,0.9134306208261193,0.8821231308096457
7,7,0.9839904794885749,0.978425526398637,0.9143705169428642,0.8853945974576272
8,8,0.9884868873094661,0.9844610710695487,0.9161513727430126,0.8879412931376438
9,9,0.9911995734459085,0.9881128278995865,0.9171407370764284,0.8894535374868004
