,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.5482551799345693,0.6255367231638419,0.696078431372549,0.8171091445427728
1,1,0.7385496183206107,0.8176459402928313,0.8063725490196079,0.862608695652174
2,2,0.8233369683751364,0.8711217183770884,0.803921568627451,0.861111111111111
3,3,0.8849509269356598,0.9152269987946966,0.8088235294117647,0.8631578947368421
4,4,0.9296619411123228,0.9480048367593713,0.8333333333333334,0.880701754385965
5,5,0.9471101417666303,0.9608713190802742,0.8455882352941176,0.8908145580589255
6,6,0.9601962922573609,0.9705526421944333,0.8529411764705882,0.8961937716262977
7,7,0.9757360959651036,0.9820745216515611,0.8553921568627451,0.8970331588132635
8,8,0.9814612868047983,0.9863123993558776,0.8529411764705882,0.8943661971830987
9,9,0.9877317339149401,0.9909292481354566,0.8529411764705882,0.8936170212765957
