,epoch,train_pearson,train_spearmanr,validation_pearson,validation_spearmanr
0,0,0.29207354853059947,0.2911536131365215,0.7167236502225531,0.7458509582336073
1,1,0.31409941215769405,0.2878804299194891,0.6540118645789376,0.7265288203783841
2,2,0.21553536330086492,0.20487976372023953,0.49298920318666295,0.6287162680725589
3,3,0.308508490523995,0.27376773637379204,0.7298550851134893,0.7582554113961831
4,4,0.38213793517862504,0.34665663500720245,0.6931707448301603,0.7536915950834417
5,5,0.4493531219484719,0.4057835142516972,0.6298557363539401,0.7449546878162233
6,6,0.4800010810556814,0.44344379058480027,0.6524069905931855,0.7568391530856954
7,7,0.5052034204819503,0.4745167092225244,0.6416311196329961,0.7288143450832586
8,8,0.5172765068818908,0.49664532218486357,0.6419270686863192,0.7206316363547375
9,9,0.5861098599185286,0.550292161957973,0.6310550598161722,0.7074114851552366
