,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.7036532170119957,0.8004406095098219,0.8112745098039216,0.8646748681898067
1,1,0.8347873500545256,0.879570747217806,0.8651960784313726,0.9005424954792043
2,2,0.9173936750272628,0.9388002423752777,0.8676470588235294,0.9
3,3,0.9697382769901853,0.9774984796270018,0.8651960784313726,0.8960302457466918
4,4,0.9844601962922573,0.988454527040713,0.8946078431372549,0.9230769230769231
5,5,0.990185387131952,0.9927272727272727,0.8921568627450981,0.92
6,6,0.9934569247546347,0.9951436665317684,0.8946078431372549,0.9225225225225226
7,7,0.997546346782988,0.9981799797775531,0.8848039215686274,0.9173989455184535
8,8,0.9967284623773174,0.9975718332658843,0.8995098039215687,0.9266547406082289
9,9,0.9991821155943293,0.9993938169327137,0.8946078431372549,0.9228007181328547
