,epoch,train_pearson,train_spearmanr,validation_pearson,validation_spearmanr
0,0,0.16033052751279062,0.14326396417454762,0.12265372421418891,0.13346020924351387
1,1,0.1460368580163778,0.14074421152997402,-0.001330547717536621,0.009299334998697858
2,2,0.1347250019367041,0.12901654522148484,-0.04431569988423645,-0.04347303561490227
3,3,0.15618368553855475,0.13439623636218964,0.11923984913474875,0.10402770598797322
4,4,0.15821230423529195,0.13985763045687022,0.07477151874390608,0.05520395533001079
5,5,0.1638469077063445,0.14068607491179233,0.1626771380667606,0.16091987390150314
6,6,0.14088646618829098,0.12379264408793107,-0.019695685444644298,-0.004200322023672771
7,7,0.15139401334701147,0.1376489704218817,0.04737974368762543,0.034510901262448844
8,8,0.11768658188479268,0.1120946391534011,0.04879820748302627,0.036981982197718186
9,9,0.024144252767763486,0.020219951142351488,0.03752831059753278,0.025378450484682475
