,epoch,train_pearson,train_spearmanr,validation_pearson,validation_spearmanr
0,0,-0.03659705951924851,-0.047215662895500256,0.5262487408594034,0.5326447265409537
1,1,0.34759508928685035,0.3203574310215509,0.6972741598825808,0.7116953090212488
2,2,0.38348986753618897,0.3545488901750375,0.7001642843095804,0.7297795816795062
3,3,0.4358859968614692,0.40546958834729285,0.63899949740434,0.6734008695253976
4,4,0.4611610884278018,0.43140573010657257,0.5426172447965756,0.548699374616843
5,5,0.4699982343715716,0.4410053575820519,0.5159017022569531,0.4974184019872287
6,6,0.47610543228522206,0.4591806950919053,0.48122433774772,0.45000996091254886
7,7,0.4997981649107939,0.4732509771644242,0.4570112928803375,0.4221964563283136
8,8,0.5324022809482157,0.5021465122651503,0.4302339668093406,0.3847075694193
9,9,0.5542261246930279,0.5128132840728574,0.4571539972654344,0.4240632102872789
