,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.6224100327153762,0.7558610964216463,0.7401960784313726,0.8306709265175718
1,1,0.7688113413304253,0.8382296833269745,0.8063725490196079,0.8616462346760069
2,2,0.8426935659760088,0.8852198130097474,0.8529411764705882,0.8958333333333334
3,3,0.8966739367502726,0.9237884576714257,0.8504901960784313,0.8892921960072594
4,4,0.9351145038167938,0.9519386106623586,0.8529411764705882,0.8958333333333334
5,5,0.9585605234460196,0.9692929292929293,0.8553921568627451,0.897391304347826
6,6,0.9678298800436205,0.9761616161616161,0.8651960784313726,0.9056603773584906
7,7,0.9787350054525628,0.9842615012106538,0.8627450980392157,0.9037800687285222
8,8,0.9839149400218102,0.9880542619963555,0.8676470588235294,0.9081632653061223
9,9,0.9877317339149401,0.9909145972138098,0.8627450980392157,0.9037800687285222
