,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.7524859418545209,0.6737668039601379,0.8480089042790008,0.7793932866630766
1,1,0.8617189690143632,0.8161430717002919,0.8726935443977245,0.8220324331800422
2,2,0.8941585176145952,0.8594494769958467,0.8874845411822904,0.843132521811097
3,3,0.9208456324928679,0.8945626546780501,0.8939648775661637,0.8553790102216373
4,4,0.9402412009476537,0.9201901370969222,0.8968340341330695,0.8579214497394148
5,5,0.9543845473084767,0.9388564081593558,0.8971308434330942,0.85732907961991
6,6,0.9648615073410179,0.952804592185164,0.8989859015582489,0.8589194417576343
7,7,0.9728209187403462,0.9634170251963435,0.8996784565916399,0.8645200080165676
8,8,0.9778505191756952,0.9701389120470723,0.9009151620084096,0.8671838737484252
9,9,0.9817615144868983,0.9753996263234378,0.9018550581251545,0.8682865299077208
