,epoch,train_pearson,train_spearmanr,validation_pearson,validation_spearmanr
0,0,0.1850236493658815,0.15414864572249895,0.10835116368687839,0.11574037357085344
1,1,0.18353746600737308,0.1625929521433167,0.2947445227974626,0.3804812637137341
2,2,0.17871320488727852,0.16361268251311553,-0.007789651226387697,0.07884088909004387
3,3,0.1870328326245698,0.1641208188305112,0.4033321848786068,0.4882324070454029
4,4,0.19761909813309134,0.17124938540701112,0.5418519309643706,0.6205971233341598
5,5,0.24619404496446406,0.2248527784565044,0.6786714165769643,0.6826922220228684
6,6,0.36408744816937955,0.34512205888750863,0.710082191941754,0.7407155031685569
7,7,0.44084868368610397,0.42444437844755273,0.6664254991358656,0.7141278563263783
8,8,0.506956807064898,0.4919611898234395,0.6236073778932036,0.674284782637735
9,9,0.6082033894925648,0.5717660547828809,0.6018917658540397,0.6419085948717128
