,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.5768811341330425,0.6900958466453675,0.6838235294117647,0.8122270742358079
1,1,0.702835332606325,0.8061877667140824,0.8382352941176471,0.8896321070234114
2,2,0.8353326063249727,0.8782748891575977,0.8676470588235294,0.9081632653061223
3,3,0.8871319520174482,0.9161264181523501,0.8848039215686274,0.9182608695652175
4,4,0.9244820065430752,0.9438930524610087,0.8897058823529411,0.9200710479573712
5,5,0.9441112322791713,0.9584262827012776,0.8848039215686274,0.919104991394148
6,6,0.9667393675027263,0.9753036437246964,0.9093137254901961,0.9342806394316163
7,7,0.9741003271537623,0.9808197052291541,0.8823529411764706,0.9175257731958764
8,8,0.9869138495092693,0.9903108599111828,0.8995098039215687,0.928695652173913
9,9,0.9869138495092693,0.9902991107518189,0.8970588235294118,0.926829268292683
