,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.7252656343617905,0.5874511454760815,0.8258966114271581,0.7703650539914526
1,1,0.8353699092473189,0.7813964351926193,0.8489735345040811,0.7757290824946742
2,2,0.8681282740500101,0.8248951692073003,0.8700964630225081,0.8158485273492286
3,3,0.8877327220857176,0.8509207961985679,0.873732376947811,0.8175938828741915
4,4,0.9004661312753198,0.867807721649748,0.8835023497402918,0.8366285119667013
5,5,0.9106435140141709,0.8812563915266618,0.8855305466237942,0.8405896941306146
6,6,0.9188200502410361,0.892051414182391,0.8885481078407124,0.8441261934412619
7,7,0.9252843235874518,0.9004894083539846,0.8898837496908236,0.8461644782308224
8,8,0.9296790400334207,0.9062261772122207,0.8919366806826614,0.8528609436567541
9,9,0.9335185765406243,0.9113667092935059,0.8934454612911205,0.8549201858961407
