,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.8216168378929547,0.7539520672059928,0.8644570863220381,0.7962219247359809
1,1,0.8904454082221599,0.8548424100071011,0.8866683156072224,0.8365206222349081
2,2,0.9144775536902976,0.8864388655929872,0.9014593123917882,0.8671822909721296
3,3,0.9386608620130494,0.9183949569999414,0.9040811278753401,0.8693484266558857
4,4,0.9543735536463229,0.9391206768199438,0.9053673015087806,0.8714122470928279
5,5,0.9658289496105495,0.9542023817855655,0.9088795448924066,0.875909458367017
6,6,0.974299566300028,0.9654560969933396,0.909027949542419,0.8746079367243965
7,7,0.9811541146529026,0.974633485870293,0.9120702448676725,0.8804197921221704
8,8,0.9864750471353265,0.9817618477572002,0.9146178580262182,0.8848796104848929
9,9,0.9901441818791467,0.9866925937196168,0.9148651991095721,0.8857465312354776
