,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.5659760087241004,0.6725627313862609,0.6838235294117647,0.8122270742358079
1,1,0.6840239912758996,0.8032592089628248,0.7156862745098039,0.8247734138972809
2,2,0.7360959651035986,0.8190654205607477,0.7769607843137255,0.8562401263823065
3,3,0.8053435114503816,0.8587816455696202,0.8112745098039216,0.8760064412238325
4,4,0.851145038167939,0.8892494929006086,0.8308823529411765,0.8866995073891626
5,5,0.8699563794983642,0.9033434650455927,0.8382352941176471,0.8910891089108912
6,6,0.8824972737186477,0.9120587635176495,0.8235294117647058,0.8838709677419355
7,7,0.9089422028353326,0.932030932030932,0.8259803921568627,0.8856682769726247
8,8,0.9171210468920392,0.9378831221904372,0.8259803921568627,0.8852988691437803
9,9,0.9193020719738277,0.9394683026584867,0.8259803921568627,0.8856682769726247
