,epoch,train_pearson,train_spearmanr,validation_pearson,validation_spearmanr
0,0,0.15804573313121462,0.13690346073160126,0.08634427625025162,0.08003568861429741
1,1,0.20475419577803103,0.1809511269754807,0.39909019568650783,0.3774407906231831
2,2,0.26540310153717056,0.25934711086079204,0.5374693303481779,0.5261516696203952
3,3,0.3559175620004503,0.35567867968745415,0.5554077021510386,0.553849257169813
4,4,0.42209246590916694,0.41342868633830393,0.5263664464735469,0.5209102429012928
5,5,0.4666676313162626,0.4512965383478683,0.4995021883069787,0.47571032609056035
6,6,0.48773248322811186,0.4656509632063577,0.4586756014686094,0.414794538554471
7,7,0.5104622428396262,0.4850113471236066,0.43297051563847555,0.3787450311652974
8,8,0.5276047454680242,0.4881510004103212,0.4200096159804758,0.36293165348791867
9,9,0.5312162222200527,0.4918737328396235,0.43121286449462776,0.3803007760084098
