,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.6354961832061069,0.761972583229482,0.7328431372549019,0.8304821150855365
1,1,0.7568157033805889,0.828659239339224,0.8455882352941176,0.8941176470588236
2,2,0.8345147219193021,0.8772497472194134,0.8651960784313726,0.905982905982906
3,3,0.8983097055616139,0.9239861422457712,0.821078431372549,0.8620037807183365
4,4,0.9299345692475464,0.9479229989868286,0.8553921568627451,0.8977469670710572
5,5,0.957742639040349,0.9686678795229433,0.8382352941176471,0.8842105263157894
6,6,0.9732824427480916,0.9801699716713881,0.8480392156862745,0.89198606271777
7,7,0.9839149400218102,0.9880590973487148,0.8480392156862745,0.8934707903780068
8,8,0.9893675027262814,0.9921132457027301,0.8480392156862745,0.8945578231292517
9,9,0.9945474372955289,0.9959563283461382,0.8578431372549019,0.901023890784983
