,epoch,train_pearson,train_spearmanr,validation_pearson,validation_spearmanr
0,0,0.14374730744547548,0.1312763236354414,0.06377424361946353,0.057354458569088176
1,1,0.163016962855106,0.14384684883247048,0.05497076010454824,0.05355582254663335
2,2,0.16853067578382944,0.15162960697489047,0.47248241121752066,0.46178195206387673
3,3,0.18707606512626584,0.17412668788842592,0.6049058661420633,0.6160379470342645
4,4,0.2325596741891084,0.21121485580851607,0.7303121577647087,0.7355519280127734
5,5,0.3484033415780707,0.3170922862378995,0.6757442482263039,0.7062894132085001
6,6,0.4118153573558819,0.37258551025092446,0.6331664578573171,0.6632569606898647
7,7,0.43280163987739156,0.3984630552963104,0.5984741197899845,0.6265400453712962
8,8,0.46034489513196397,0.42592492957104117,0.5802437638546912,0.6029350093260506
9,9,0.49079559882598556,0.4545419507100796,0.5739746267406205,0.5881946290730005
