,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.663576881134133,0.7916244511989192,0.6936274509803921,0.81203007518797
1,1,0.7325517993456925,0.8210180623973727,0.7818627450980392,0.8499156829679596
2,2,0.7884405670665212,0.8504816955684007,0.8186274509803921,0.8732876712328768
3,3,0.8260632497273719,0.8748037676609105,0.8406862745098039,0.888888888888889
4,4,0.8446019629225736,0.8869496231654105,0.8455882352941176,0.8926746166950595
5,5,0.8669574700109052,0.90302066772655,0.8529411764705882,0.8972602739726027
6,6,0.8846782988004362,0.9153492095257154,0.8455882352941176,0.8926746166950595
7,7,0.8950381679389313,0.923046172296622,0.8455882352941176,0.8926746166950595
8,8,0.8980370774263904,0.9250501002004007,0.8455882352941176,0.8919382504288165
9,9,0.9010359869138496,0.9272107479446561,0.8431372549019608,0.889655172413793
