,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.564340239912759,0.6897087378640776,0.7107843137254902,0.8201219512195123
1,1,0.7660850599781898,0.8351901651940069,0.8112745098039216,0.8701517706576728
2,2,0.8497818974918212,0.8901296111665005,0.8137254901960784,0.8652482269503546
3,3,0.9252998909487459,0.9445568595710238,0.8406862745098039,0.8845470692717585
4,4,0.9634678298800436,0.9728084415584415,0.8406862745098039,0.8853615520282188
5,5,0.9809160305343512,0.9858012170385395,0.8431372549019608,0.888888888888889
6,6,0.9874591057797165,0.9906844876468205,0.8357843137254902,0.8842832469775476
7,7,0.9899127589967285,0.9925086049807654,0.8406862745098039,0.8869565217391304
8,8,0.9915485278080698,0.9937234257946953,0.8431372549019608,0.8885017421602788
9,9,0.9934569247546347,0.9951417004048583,0.8578431372549019,0.8960573476702509
