,epoch,train_pearson,train_spearmanr,validation_pearson,validation_spearmanr
0,0,0.30123441081801045,0.27111397280681176,0.6527289180816183,0.6594090517577106
1,1,0.3561174636444761,0.33268637515831606,0.7599968703872918,0.7623916491224132
2,2,0.39953986179841483,0.37434579409066315,0.7494564561675512,0.7679784819474423
3,3,0.44213353961108404,0.41654917324577223,0.6911382401725177,0.7261222346892652
4,4,0.4820098195224324,0.4619548033734742,0.6352163470943247,0.6751440044698629
5,5,0.5055677638891581,0.4830714180165659,0.574216111892706,0.601294568695102
6,6,0.5178935744381286,0.49624193512117026,0.5509501414912559,0.5707203572584074
7,7,0.5366870715299672,0.5097905417624402,0.5155375082955848,0.5140624731116102
8,8,0.5565508429540756,0.5200594567479853,0.49348220331516385,0.47942884021927745
9,9,0.5864789283452105,0.5503933500860239,0.5020385245121841,0.4910317245507577
