,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.6439476553980371,0.7608058608058609,0.7990196078431373,0.8525179856115108
1,1,0.7938931297709924,0.8502377179080824,0.8308823529411765,0.8774422735346359
2,2,0.8732279171210469,0.9058894960534304,0.8382352941176471,0.8918032786885245
3,3,0.9212104689203926,0.9416043645180844,0.8578431372549019,0.8964285714285715
4,4,0.9571973827699018,0.9681606165078077,0.8529411764705882,0.8954703832752613
5,5,0.982824427480916,0.9872547036212825,0.8504901960784313,0.8942807625649914
6,6,0.9880043620501636,0.9911039223615041,0.8455882352941176,0.8900523560209423
7,7,0.9915485278080698,0.9937335759045887,0.8137254901960784,0.8762214983713356
8,8,0.9948200654307524,0.9961592884576511,0.8553921568627451,0.8981001727115717
9,9,0.9980916030534351,0.9985855728429985,0.8578431372549019,0.8999999999999999
