,epoch,train_pearson,train_spearmanr,validation_pearson,validation_spearmanr
0,0,0.10173716057186588,0.08079012549799891,0.3950914193323032,0.3925383353007571
1,1,0.16634012480982047,0.1371191914521976,0.37380071182445684,0.37165374755925196
2,2,0.1519995455530869,0.13417329746818688,0.06649734526139137,0.0825967148326322
3,3,0.12005679461940338,0.10964544687754674,0.23472065244370185,0.23134957842321152
4,4,0.13654205199299493,0.11634572553924259,0.44639529979031434,0.4192049428628892
5,5,0.12983731583538943,0.12239656269059486,0.3426318820945535,0.3611587885322623
6,6,0.15570747655800088,0.13942920854405022,0.07606746481010307,0.09428810966927646
7,7,0.09768375091311318,0.09224180910952459,0.09464877313174054,0.09483481836845226
8,8,0.05374323886111144,0.049508777884604956,-0.02713378441308416,-0.022331897091270377
9,9,-0.03010745223879465,-0.024047674401046396,0.04940170291403734,0.06625003262468059
