,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.5744274809160306,0.6926560346524907,0.7720588235294118,0.8492706645056726
1,1,0.7952562704471101,0.8541464362012041,0.8480392156862745,0.8888888888888888
2,2,0.8966739367502726,0.9234807187563093,0.875,0.9116117850953207
3,3,0.9612868047982552,0.971336293903916,0.8480392156862745,0.8834586466165414
4,4,0.9773718647764449,0.9832492431886984,0.8848039215686274,0.9185441941074524
5,5,0.992639040348964,0.9945443523944231,0.8774509803921569,0.9125874125874125
6,6,0.995092693565976,0.9963636363636363,0.8676470588235294,0.9032258064516129
7,7,0.9967284623773174,0.997573797007683,0.8725490196078431,0.9081272084805654
8,8,0.9978189749182116,0.9983825313384553,0.8602941176470589,0.8991150442477877
9,9,0.9986368593238822,0.998989286436224,0.8700980392156863,0.9055258467023173
