,epoch,train_accuracy,train_f1,validation_accuracy,validation_f1
0,0,0.6698473282442748,0.8019623875715455,0.6838235294117647,0.8122270742358079
1,1,0.677753544165758,0.8069258412283566,0.7009803921568627,0.8189910979228486
2,2,0.7268266085059978,0.8197841726618705,0.7352941176470589,0.8348623853211009
3,3,0.7791712104689203,0.8428405122235157,0.7671568627450981,0.8522550544323484
4,4,0.8165212649945475,0.8651572831095973,0.7843137254901961,0.8620689655172414
5,5,0.8476008724100327,0.8872756604154064,0.7965686274509803,0.8684627575277337
6,6,0.8645038167938931,0.8990452975827747,0.8137254901960784,0.8778135048231511
7,7,0.8740458015267175,0.905906313645621,0.8112745098039216,0.8771929824561404
8,8,0.8876772082878953,0.9160554197229014,0.8088235294117647,0.8757961783439491
9,9,0.8931297709923665,0.9197707736389685,0.8137254901960784,0.8785942492012779
